eigenvectors,communities,modularity,time
50 , 2 , 0.24861684126317757 , 15.4823739528656
50 , 3 , 0.2730327098488261 , 15.721976280212402
50 , 4 , 0.2801033636517979 , 16.10636615753174
50 , 5 , 0.2819689862783042 , 16.19613027572632
50 , 10 , 0.27966690391868426 , 16.85352897644043
50 , 15 , 0.2757805183205096 , 17.263941049575806
50 , 20 , 0.2668953777992095 , 17.847490310668945
50 , 25 , 0.262244538599579 , 18.881701946258545
50 , 30 , 0.2539470668612923 , 19.26410722732544
50 , 35 , 0.25074151146002893 , 19.291226148605347
50 , 40 , 0.2424567666532763 , 19.63171124458313
50 , 45 , 0.24666111017346354 , 20.144182920455933
50 , 50 , 0.23704662076383745 , 20.046448469161987
55 , 1 , 0.0 , 17.476579666137695
55 , 2 , 0.24831591134790088 , 17.675872564315796
55 , 3 , 0.28699935191611414 , 18.06529474258423
55 , 4 , 0.29505543206027396 , 18.564618825912476
55 , 5 , 0.29300535426035645 , 18.467169761657715
55 , 10 , 0.29850316518968545 , 19.391981840133667
55 , 15 , 0.29053074752233765 , 19.605527639389038
55 , 20 , 0.2744515376586094 , 20.260827779769897
55 , 25 , 0.27128289492243546 , 21.210816621780396
55 , 30 , 0.267073474508104 , 20.99804973602295
55 , 35 , 0.2633231091628671 , 22.007826805114746
55 , 40 , 0.24790017929638378 , 22.51602292060852
55 , 45 , 0.24605876428390278 , 23.92880153656006
55 , 50 , 0.24355941636097433 , 22.825836658477783
60 , 1 , 0.0 , 20.062669277191162
60 , 2 , 0.2462655800471121 , 20.2991042137146
60 , 3 , 0.3020875130956565 , 20.881258010864258
60 , 4 , 0.3095619293954437 , 20.913240909576416
60 , 5 , 0.3088395316197872 , 21.165419101715088
60 , 10 , 0.29749550016417386 , 22.404301166534424
60 , 15 , 0.2950415735958744 , 22.70103096961975
60 , 20 , 0.2885382885012145 , 23.178107023239136
60 , 25 , 0.27428017138221783 , 23.91189408302307
60 , 30 , 0.2672615602766072 , 24.566988945007324
60 , 35 , 0.2655068991387394 , 25.65706515312195
60 , 40 , 0.25774062362870986 , 25.357941150665283
60 , 45 , 0.2557975066298213 , 26.840257167816162
60 , 50 , 0.24869120985416335 , 25.90604305267334
65 , 1 , 0.0 , 21.723500967025757
65 , 2 , 0.24651299814777133 , 22.122729301452637
65 , 3 , 0.3048352293567887 , 22.431180953979492
65 , 4 , 0.3114186801166122 , 22.82320809364319
65 , 5 , 0.30975126735197445 , 22.782100200653076
65 , 10 , 0.29867133472944274 , 23.712971448898315
65 , 15 , 0.29628324149344776 , 24.304956197738647
65 , 20 , 0.28785930407821797 , 24.885523080825806
65 , 25 , 0.2767081999139129 , 25.3487651348114
65 , 30 , 0.2708738267242775 , 26.17897605895996
65 , 35 , 0.26404911252736446 , 26.403687000274658
65 , 40 , 0.26403254057213454 , 26.744442224502563
65 , 45 , 0.26110198079047914 , 27.299517154693604
65 , 50 , 0.2532914957912682 , 27.70868492126465
70 , 1 , 0.0 , 24.026690006256104
70 , 2 , 0.24841755175641486 , 24.355189085006714
70 , 3 , 0.30615776622033997 , 24.92129373550415
70 , 4 , 0.3104239645782701 , 25.010329008102417
70 , 5 , 0.31016933748797615 , 25.275979042053223
70 , 10 , 0.30103872560267053 , 26.31493091583252
70 , 15 , 0.29601068835942285 , 26.72105073928833
70 , 20 , 0.29629733189082685 , 27.887388944625854
70 , 25 , 0.2856940599885274 , 28.585425853729248
70 , 30 , 0.286186794727013 , 28.681344032287598
70 , 35 , 0.27500913423654144 , 29.990935802459717
70 , 40 , 0.26178279473332716 , 29.855719089508057
70 , 45 , 0.26170440388684046 , 30.48968195915222
70 , 50 , 0.26144060919228856 , 31.238888025283813
75 , 1 , 0.0 , 24.663659811019897
75 , 2 , 0.2479280406362835 , 24.995943784713745
75 , 3 , 0.3058673920688392 , 25.40859317779541
75 , 4 , 0.3132554505305163 , 25.789958953857422
75 , 5 , 0.3143558603032655 , 26.493358850479126
75 , 10 , 0.3049346479598862 , 27.40047788619995
75 , 15 , 0.2956260137592833 , 27.53130006790161
75 , 20 , 0.29129652989346505 , 28.321404695510864
75 , 25 , 0.2921588498349767 , 29.245379209518433
75 , 30 , 0.283822245814231 , 29.834338903427124
75 , 35 , 0.2725968040041759 , 29.735125064849854
75 , 40 , 0.27255542709809594 , 30.209702253341675
75 , 45 , 0.2611419154610228 , 32.108311891555786
75 , 50 , 0.26509418596689505 , 31.229424953460693
80 , 1 , 0.0 , 25.94618535041809
80 , 2 , 0.24873829037355766 , 26.310964345932007
80 , 3 , 0.3045297664333308 , 26.736517906188965
80 , 4 , 0.3189372596440163 , 26.99346899986267
80 , 5 , 0.321460971782618 , 27.584338903427124
80 , 10 , 0.30464605675409384 , 28.3873074054718
80 , 15 , 0.3030856801218167 , 29.3385112285614
80 , 20 , 0.2915697444428334 , 29.459553241729736
80 , 25 , 0.29238474067915826 , 30.1528103351593
80 , 30 , 0.28727059222195245 , 30.762672185897827
80 , 35 , 0.27881292574998556 , 31.60215425491333
80 , 40 , 0.2774932427248492 , 31.950515031814575
80 , 45 , 0.27196862509426384 , 31.716243267059326
80 , 50 , 0.2656351286941247 , 32.329726219177246
85 , 1 , 0.0 , 29.2175452709198
85 , 2 , 0.2485561285859569 , 29.70683193206787
85 , 3 , 0.3060034707738893 , 29.902899980545044
85 , 4 , 0.32030767097543655 , 30.38255000114441
85 , 5 , 0.3223169010640644 , 30.867915868759155
85 , 10 , 0.30503959075644554 , 32.64412498474121
85 , 15 , 0.29837428672208227 , 32.510369062423706
85 , 20 , 0.2975538431865178 , 33.81973099708557
85 , 25 , 0.29255327687307325 , 33.700124979019165
85 , 30 , 0.2871237839596808 , 33.57035422325134
85 , 35 , 0.2845373680211088 , 34.677491903305054
85 , 40 , 0.2825035899208617 , 35.48200082778931
85 , 45 , 0.2716430036940016 , 35.541868925094604
85 , 50 , 0.27017975321674553 , 37.14003324508667
90 , 1 , 0.0 , 29.201292753219604
90 , 2 , 0.24898107606618727 , 29.674856901168823
90 , 3 , 0.30579194602100607 , 30.040324926376343
90 , 4 , 0.32235765875284983 , 30.43507409095764
90 , 5 , 0.3243491544081465 , 30.769526958465576
90 , 10 , 0.3079796122783882 , 31.829763889312744
90 , 15 , 0.2991699809457055 , 32.8972487449646
90 , 20 , 0.29861910917386986 , 33.35585951805115
90 , 25 , 0.2949315032675121 , 33.80077862739563
90 , 30 , 0.29019176153113657 , 33.968825817108154
90 , 35 , 0.28815569535890706 , 34.43271493911743
90 , 40 , 0.28525599079057284 , 35.73636794090271
90 , 45 , 0.2866029121873763 , 35.93470764160156
90 , 50 , 0.2760337059884705 , 36.47145485877991
95 , 1 , 0.0 , 30.61104989051819
95 , 2 , 0.24983650240940697 , 31.057059049606323
95 , 3 , 0.3061655969278945 , 31.601762056350708
95 , 4 , 0.32322313104489975 , 31.976518630981445
95 , 5 , 0.3257394450840922 , 32.3984649181366
95 , 10 , 0.3109958528539033 , 33.06780481338501
95 , 15 , 0.3041516190899034 , 34.03541803359985
95 , 20 , 0.29990070955393994 , 35.59981369972229
95 , 25 , 0.2977460284173227 , 34.99319267272949
95 , 30 , 0.29061057935404816 , 36.43324279785156
95 , 35 , 0.29122595162500087 , 36.2022430896759
95 , 40 , 0.2857717219027925 , 37.35869312286377
95 , 45 , 0.27635948492811513 , 37.36423707008362
95 , 50 , 0.2795563597218623 , 37.56405997276306
100 , 1 , 0.0 , 31.775489807128906
100 , 2 , 0.24926350917005013 , 32.28463959693909
100 , 3 , 0.30571303410676054 , 32.950987815856934
100 , 4 , 0.3256516500116959 , 33.33268880844116
100 , 5 , 0.32954038213396497 , 33.746275663375854
100 , 10 , 0.3139589392041926 , 35.1860625743866
100 , 15 , 0.30820950693596044 , 35.062819719314575
100 , 20 , 0.29924158353273345 , 35.959434032440186
100 , 25 , 0.29987148474819525 , 37.25420379638672
100 , 30 , 0.29338257324670897 , 37.59369158744812
100 , 35 , 0.2926982190438512 , 37.020970582962036
100 , 40 , 0.28801989453582316 , 37.311704874038696
100 , 45 , 0.2854008579425973 , 37.82861065864563
100 , 50 , 0.28284483710232505 , 39.719817876815796
